Sexo;Grupo quinquenal de edad;País de nacimiento;Nacionalidad;País destino;Periodo;Total
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2013S1;8
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2012S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2012S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2011S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2011S1;6
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2010S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2010S1;7
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2009S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2009S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2008S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Suecia;2008S1;5
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2021S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2020S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2020S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2019S2;4
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2019S1;4
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2018S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2018S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2017S2;4
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2017S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2016S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2016S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2015S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2015S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2014S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2014S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2013S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2013S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2012S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2012S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2011S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2011S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2010S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2010S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2009S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2009S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2008S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Lituania;2008S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2021S1;21
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2020S2;18
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2020S1;22
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2019S2;21
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2019S1;11
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2018S2;11
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2018S1;6
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2017S2;14
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2017S1;21
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2016S2;18
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2016S1;16
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2015S2;10
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2015S1;9
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2014S2;11
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2014S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2013S2;15
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2013S1;9
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2012S2;7
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2012S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2011S2;9
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2011S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2010S2;7
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2010S1;4
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2009S2;7
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2009S1;6
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2008S2;15
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país de la Unión Europea sin España;2008S1;11
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2021S1;532
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2020S2;398
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2020S1;494
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2019S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2019S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2018S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2018S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2017S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2017S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2016S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2016S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2015S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2015S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2014S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2014S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2013S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2013S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2012S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2012S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2011S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2011S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2010S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2010S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2009S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2009S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2008S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;Europa menos UE27_2020;2008S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2021S1;453
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2020S2;329
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2020S1;415
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2019S2;452
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2019S1;327
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2018S2;341
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2018S1;415
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2017S2;320
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2017S1;377
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2016S2;196
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2016S1;144
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2015S2;138
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2015S1;105
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2014S2;138
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2014S1;92
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2013S2;100
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2013S1;83
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2012S2;79
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2012S1;60
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2011S2;114
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2011S1;65
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2010S2;76
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2010S1;60
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2009S2;65
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2009S1;24
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2008S2;60
Ambos sexos;De 15 a 19 años  ;España;Total;Reino Unido;2008S1;52
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2021S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2020S2;""
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2020S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2019S2;73
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2019S1;57
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2018S2;79
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2018S1;68
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2017S2;67
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2017S1;57
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2016S2;70
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2016S1;46
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2015S2;62
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2015S1;57
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2014S2;43
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2014S1;38
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2013S2;42
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2013S1;25
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2012S2;38
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2012S1;21
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2011S2;39
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2011S1;38
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2010S2;27
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2010S1;45
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2009S2;27
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2009S1;29
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2008S2;38
Ambos sexos;De 15 a 19 años  ;España;Total;País de Europa menos UE28;2008S1;41
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2021S1;13
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2020S2;11
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2020S1;5
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2019S2;6
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2019S1;6
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2018S2;9
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2018S1;10
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2017S2;12
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2017S1;10
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2016S2;8
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2016S1;11
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2015S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2015S1;7
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2014S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2014S1;7
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2013S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2013S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2012S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2012S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2011S2;7
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2011S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2010S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2010S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2009S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2009S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2008S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Noruega;2008S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2021S1;43
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2020S2;37
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2020S1;52
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2019S2;48
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2019S1;37
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2018S2;50
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2018S1;48
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2017S2;42
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2017S1;37
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2016S2;48
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2016S1;27
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2015S2;48
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2015S1;37
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2014S2;24
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2014S1;19
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2013S2;25
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2013S1;17
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2012S2;23
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2012S1;11
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2011S2;17
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2011S1;19
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2010S2;12
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2010S1;21
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2009S2;8
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2009S1;17
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2008S2;14
Ambos sexos;De 15 a 19 años  ;España;Total;Suiza;2008S1;18
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2021S1;9
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2020S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2020S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2019S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2019S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2018S2;4
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2018S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2017S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2017S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2016S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2016S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2015S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2015S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2014S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2014S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2013S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2013S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2012S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2012S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2011S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2011S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2010S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2010S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2009S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2009S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2008S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Ucrania;2008S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2021S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2020S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2020S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2019S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2019S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2018S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2018S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2017S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2017S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2016S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2016S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2015S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2015S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2014S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2014S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2013S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2013S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2012S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2012S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2011S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2011S1;""
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2010S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2010S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2009S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2009S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2008S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Moldavia;2008S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2021S1;4
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2020S2;5
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2020S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2019S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2019S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2018S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2018S1;1
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2017S2;5
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2017S1;3
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2016S2;4
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2016S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2015S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2015S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2014S2;3
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2014S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2013S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2013S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2012S2;4
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2012S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2011S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2011S1;2
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2010S2;1
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2010S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2009S2;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2009S1;0
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2008S2;2
Ambos sexos;De 15 a 19 años  ;España;Total;Rusia;2008S1;4
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2021S1;9
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2020S2;13
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2020S1;17
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2019S2;13
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2019S1;11
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2018S2;13
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2018S1;7
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2017S2;6
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2017S1;5
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2016S2;10
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2016S1;5
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2015S2;11
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2015S1;14
Ambos sexos;De 15 a 19 años  ;España;Total;Otro país del resto de Europa;2014S2;12
