"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2019","2019",295.9,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2020","2020",373.9,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2000","2000",106.4,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2001","2001",101.9,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2002","2002",104.9,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2003","2003",106.3,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2004","2004",109.9,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2005","2005",111.9,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2006","2006",113.2,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2007","2007",128.7,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2008","2008",121.2,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2009","2009",136.8,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2010","2010",146.1,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2011","2011",133,"B; D","Break; Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2012","2012",137,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2013","2013",144.5,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2014","2014",146.7,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2015","2015",155.3,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2016","2016",164,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2017","2017",170.1,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2018","2018",174.8,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2019","2019",178.5,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2020","2020",186.7,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2011","2011",166.3,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2012","2012",172.4,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2013","2013",177.4,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2014","2014",179.6,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2015","2015",271.2,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2016","2016",285.3,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2017","2017",183.1,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2018","2018",181.9,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2019","2019",182.3,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2020","2020",178.6,"E","Estimated value"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2008","2008",263.6,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2009","2009",288.8,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2010","2010",278.1,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2011","2011",240.6,"B","Break"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2012","2012",245.7,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2013","2013",330.9,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2014","2014",422.9,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2015","2015",370,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2016","2016",217.5,"B","Break"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2017","2017",219.3,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2018","2018",223.5,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2019","2019",256,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2004","2004",190.2,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2005","2005",206.5,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2006","2006",202.6,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2007","2007",142.3,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2008","2008",165,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2009","2009",210.8,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2010","2010",249.7,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2011","2011",303,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2012","2012",360.4,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2013","2013",396.3,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2014","2014",415.6,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2015","2015",453.4,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2016","2016",465.8,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2017","2017",460.5,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2018","2018",432.6,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2019","2019",437.7,"D; P","Difference in methodology; Provisional value"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2020","2020",471.6,"D; P","Difference in methodology; Provisional value"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2001","2001",135.2,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2002","2002",142.5,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2003","2003",151.5,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2004","2004",139.1,"B; D","Break; Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2005","2005",155.2,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2006","2006",163.6,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2007","2007",177.2,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2008","2008",188.1,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2009","2009",196.2,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2010","2010",220.1,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2011","2011",231.1,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2012","2012",233.7,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2013","2013",255.2,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2014","2014",272.8,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2015","2015",289.2,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2016","2016",305.8,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2017","2017",319.5,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2018","2018",319.8,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2019","2019",326.2,"D","Difference in methodology"
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2000","2000",206.6,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2001","2001",218.2,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2002","2002",233.5,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2003","2003",246,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2004","2004",265.6,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2005","2005",264.8,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2006","2006",264.5,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2007","2007",274.4,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2008","2008",275,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2009","2009",269.9,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2010","2010",257.8,,
"PHARALIM","A-Alimentary tract and metabolism","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2011","2011",252.4,,
